text_content,extracted_keywords,true_category,true_severity
I am near Old Bridge and there has been a electrical accident. The road is affected and I can see unstable structure. Please hurry!,electrical accident; old bridge; unstable structure,FIRE,2
There's... Oh my god! We have a aircraft emergency near Industrial Area. It happened about ten minutes ago.,industrial area; aircraft emergency; theres,CRASH,1
"Wait, yes, Oh my god! There has been a fuel leak near Central Flyover. I can see a bus involved and a seriously injured driver. Visibility is poor. Send someone now!",a seriously injured driver; central flyover; fuel leak,HAZMAT,2
Caller reports a urban flooding at Industrial Gate. There is diesel leak. Traffic is building up. The weather is continuous rainfall.,industrial gate; diesel leak; continuous rainfall,FLOOD,2
"Wait, yes, Caller reports a missing person at Port Entrance. There is oil spill. The weather is stormy weather. Visibility is poor.",stormy weather; missing person; port entrance,RESCUE,3
"Wait, yes, I am near Port Entrance and there has been a urban flooding. The road is affected and I can see blocked road. Visibility is poor. The incident happened before sunrise. Please hurry!",blocked road; port entrance; urban flooding,FLOOD,2
Help! I am near Residential Block and there has been a warehouse fire. The road is affected and I can see debris. A pedestrian is waiting. People are moving away. Send someone now!,residential block; warehouse fire; pedestrian,FIRE,3
Help! Caller reports a drowning at Residential Block. There is unstable structure. Traffic is building up.,unstable structure; residential block; drowning,RESCUE,5
Please hurry! Caller reports a cold exposure at Factory Road. There is gas leak. Traffic is building up. The weather is thunderstorm.,gas leak; cold exposure; factory road,MEDICAL,2
Heavy cyclonic winds is making the situation worse near Airport Road. There is a railway accident.,railway accident; airport road; cyclonic winds,CRASH,2
There's... Help! The caller says there is a drowning at Warehouse District. The weather is lightning. The weather is lightning.,warehouse district; drowning; lightning,RESCUE,5
Heavy thunderstorm is making the situation worse near Coastal Road. There is a industrial accident. The weather is thunderstorm. A shopkeeper is waiting. What do I do?!,industrial accident; coastal road; thunderstorm,MEDICAL,2
There's... Ahhh! Please send help to Tunnel Entrance. We have a wildfire involving a car. Traffic is building up. Visibility is poor.,tunnel entrance; wildfire; car,FIRE,3
Reports are coming in from Highway Toll Plaza about a warehouse fire. There is fuel leak.,highway toll plaza; fuel leak; warehouse fire,FIRE,2
Help! Caller reports a industrial accident at Highway Toll Plaza. There is broken glass. Please hurry!,highway toll plaza; broken glass; industrial accident,MEDICAL,2
"Wait, yes, Reports are coming in from Station Road about a car rollover. There is fire. The weather is lightning. The weather is lightning.",station road; car rollover; lightning,CRASH,3
There's... I think there has been a cold exposure near Factory Road. people with minor injuries. The incident happened just now. A passenger is waiting. Please hurry!,people with minor injuries; cold exposure; factory road,MEDICAL,2
There has been a lightning strike near Tunnel Entrance. I can see a bus involved and a seriously injured driver. People are moving away. The incident happened before sunrise.,a seriously injured driver; lightning strike; tunnel entrance,CYCLONE,3
Reports are coming in from Bus Depot about a wildfire. There is diesel leak. A cyclist is waiting. A cyclist is waiting.,diesel leak; bus depot; wildfire,FIRE,2
Oh my god! Please send help to Airport Junction. We have a evacuation involving a car. The incident happened this afternoon. The weather is dust storm. What do I do?!,airport junction; dust storm; car,RESCUE,2
"It's, um, Heavy dense fog is making the situation worse near Western Expressway. There is a building fire. What do I do?!",dense fog; building fire; western expressway,FIRE,3
Oh my god! Reports are coming in from Old Bridge about a severe rainfall. There is unstable structure. A elderly person is waiting. The incident happened this afternoon. What do I do?!,severe rainfall; old bridge; unstable structure,CYCLONE,2
"It's, um, Please hurry! I think there has been a industrial accident near Port Entrance. people with minor injuries. What do I do?!",people with minor injuries; port entrance; industrial accident,MEDICAL,1
911? Reports are coming in from Bus Terminal about a building fire. There is fallen tree. A resident is waiting. Please hurry!,fallen tree; bus terminal; building fire,FIRE,3
Ahhh! Reports are coming in from Industrial Gate about a flash flood. There is broken glass. The incident happened during rush hour. Traffic is building up. Please hurry!,broken glass; industrial gate; flash flood,FLOOD,3
Please hurry! I think there has been a fuel leak near College Road. two injured people. A resident is waiting. Visibility is poor. Please hurry!,two injured people; fuel leak; college road,HAZMAT,3
911? I think there has been a dam overflow near Industrial Area. one injured person. The weather is cyclonic winds. Visibility is poor. Please hurry!,one injured person; industrial area; cyclonic winds,FLOOD,3
Help! We have a bridge damage near Main Highway. It happened just now.,main highway; bridge damage; help,RESCUE,1
Help! There has been a motorcycle accident near South Flyover. I can see a motorcycle involved and multiple casualties. The incident happened this afternoon.,multiple casualties; motorcycle accident; south flyover,CRASH,5
There's... Please hurry! Please send help to Temple Road. We have a bridge damage involving a motorcycle. People are moving away. The incident happened early this morning. What do I do?!,temple road; bridge damage; motorcycle,RESCUE,2
There's... Help! Please send help to Harbor Area. We have a forest fire involving a school bus. Please hurry!,school bus; harbor area; forest fire,FIRE,3
I think there has been a building collapse near North Underpass. multiple casualties.,north underpass; building collapse; multiple casualties,RESCUE,5
I think there has been a explosion near Old Bridge. two injured people. Traffic is building up.,two injured people; old bridge; explosion,RESCUE,4
There has been a building fire near Shopping District. I can see a sedan involved and an unconscious person. People are moving away.,an unconscious person; building fire; shopping district,FIRE,5
"I... I don't know, Help! I think there has been a flash flood near Bus Terminal. an injured child. The incident happened this afternoon. Send someone now!",an injured child; bus terminal; flash flood,FLOOD,2
Reports are coming in from Ring Road about a warehouse fire. There is oil spill. What do I do?!,ring road; oil spill; warehouse fire,FIRE,3
"Wait, yes, There has been a dam overflow near Station Road. I can see a ambulance involved and an unconscious person. A cyclist is waiting. Please hurry!",an unconscious person; dam overflow; station road,FLOOD,4
Please hurry! There has been a power line failure near North Underpass. I can see a bus involved and several injured people. People are moving away. People are moving away.,several injured people; power line failure; north underpass,HAZMAT,2
I am near Western Expressway and there has been a gas leak. The road is affected and I can see broken glass. The weather is dust storm. Send someone now!,broken glass; dust storm; gas leak,HAZMAT,2
"It's, um, I think there has been a building fire near Tunnel Entrance. several injured people. People are moving away.",several injured people; tunnel entrance; building fire,FIRE,3
Please send help to Harbor Area. We have a aircraft emergency involving a car. Traffic is building up.,aircraft emergency; harbor area; car,CRASH,1
There's... Please hurry! There has been a crowd emergency near Forest Checkpoint. I can see a delivery vehicle involved and multiple casualties.,crowd emergency; multiple casualties; delivery vehicle,RESCUE,4
"It's, um, 911? The caller says there is a vehicle collision at Temple Road. Send someone now!",vehicle collision; temple road; caller,CRASH,2
